"db.species","col.species","x","m2","m3","m4","m11","m12","m13","m14","m15","m17","m19","m20","m21","m22","m23","m24","m25","m26","m28","m30","m36","m37","m38","m43","m45","m46","m49","m52","m53","m54","m56","m57","m58","m59","m62","m66","m68","m72","m73","m74","m76","m77","m80","m81","m83","m85","m86","m90","m91","m94","m96","m97","m98","m99","m100","m101","m103","m105","m110","m111","m114","m121","m125","m127","m128","m130","m131","m132","m133","m136","m137","m138","m140","m141","m142","m143","m146","m148","m149","m152","m153","m154","m156","m157","m158","m159","m160","m161","m162","m163","m164","m165","m166","m167","m169","m170","m171","m172","m174","m175","m176","m177","m178","m179","m180","m181","m182","m183","m185","m186","m187","m189","m191","m192","m195","m196","m197","m198","m201","m203","m206","m207","m208","m209","m210","m211","m212","m213","m214","m215","m216","m218","m224","m225","m226","m227","m228","m230","m232","m234","m235","m237","m241","m243","m244","m245","m246","m248","m249","m250","m251","m252","m253","m255","m262","m263","m265","m268","m273","m277","m278","m279","m280","m283","m284","m285","m286","m287","m290","m292","m293","m295","check","kingdom","phylum","class","order","family","genus","gbif.species","gbif.species.id"
"Microtus gerbei","Microtus gerbei","m138",0,0,0,0,0,0,0,0.35,0,1,0,0,0.1,0.27,0.02,0,0.11,0,0,0,0,1,0.03,0,0,0,0,0,1,0,0.93,0,0,0,0,0.11,0,0,1,1,0,0,0.03,0.34,0.08,0,0.39,0,0,0,0,0,0.49,0.03,0,0.17,0,0.97,0,0.49,0,0,0.61,0.49,1,0,0,0,0.14,0,1,0,0,0,0.12,0,0,0,0.22,0,0,0.77,0,0,1,0,0.02,0.04,0.38,0,0.01,1,0.67,0.49,0,0,0,0,0,0,0.11,0.32,0,0.05,0,0.23,0.71,0.71,0.5,0.11,0,0.15,0.14,0,0.06,0.61,0.71,0.98,0,1,0,0.11,1,0.27,0.11,0.33,0,0.01,0,0,0,0,0.29,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0.02,0,0.11,0,0,0,0.49,0,0,0,0,0,0,0.07,0.31,0.31,0,1,0,0.01,0,0,0,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus gerbei",2438662
"Microtus guentheri","Microtus guentheri","m140",0,0,0,0,0.37,0,0.4,0.97,0,0.97,0,0,0.14,0,0,0,0.28,0,0.97,0,0,0.97,0,0.36,0,0,1,0,0,0,0.97,0,0.06,0,0,0,0,0,0.97,0,1,0,0,0,0.44,0,0.97,0,0,0,0,0,0.97,0,0,0.3,0,0.97,0,0.97,0,0,0.27,0,0,0,0,0,0,0,0,1,0.63,0,0,0,0,0,0.16,0,0.4,0.76,0,0.97,1,0,0,0.26,0,0,0,0.97,0.33,0.1,0,0,0.05,0,0,0.44,0.41,0.97,0.07,0.38,0,0.2,0.97,0.97,0.61,0.44,0,0.55,0.06,0,0.29,1,0.97,0,0,1,0,0.36,1,0.06,0.36,0.29,0.28,0.13,0,0,0,0.87,0.44,0.44,0.44,0.69,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.66,0,0,0.97,0.03,0.27,0,0.08,0.18,0.89,0,0.43,0.11,0,0,0.08,0,0.38,0.12,0.97,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus guentheri",2438628
"Microtus levis","Microtus levis","m141",0,0,0.63,0,0.88,0,0.02,0.82,0,0.35,0.25,0,0.24,0,0,0,0.29,0,0.21,0,0,1,0,0.03,0.05,0,0.27,0,0,0,0.27,0,0.07,0,0.08,0.25,0,0.63,0.55,0.41,0.74,0.07,0,0,0.18,0.11,0.26,0,0,0,0,0,0.84,0,0,0.29,0,0.63,0.48,0.84,0,0.04,0.29,0.64,0.3,0,0,0,0,0,0,0.02,1,0,0,0,0.01,0,0.14,0,0.03,0.26,0,0.08,0.51,0.04,0,0.28,0.19,0.08,0,1,0.62,0.7,0,0,0,0.12,0.07,0.15,0.14,0.21,0.58,0.09,0.19,0.34,0.21,0.21,0.56,0.5,0,0.11,0.19,0,0.12,0.44,0.65,0,0,0.26,0,0.5,0.72,0.22,0.63,0.14,0,0.01,0,0,0,0.15,0.14,0.15,0.15,0.17,0,0,0,0.48,0.51,0,0.02,0,0,0.8,0.25,0,0,0.01,0.06,0.84,0,0,0.13,0,0.09,0,0,0.55,0.12,0.01,0.95,0.01,0,0,0.03,0.32,0.65,0.04,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus levis",4265013
"Microtus liechtesteini","Microtus liechtensteini","m142",0,0,0,0,0.68,0.11,0,1,0,1,0,0,0.44,0,0.56,0,0.87,0,0.5,0,0,1,0.02,0,0.04,0,1,0,0,0,0.87,0,0.31,0,0.62,0.23,0,0.44,1,0.42,0.9,0.49,0,0,0.88,0,0.94,0,0,0,0,0,0.81,0,0.04,0.44,0,0.83,0.79,1,0,0,0.19,0.76,0.3,0,0,0,0,0,0,0,0,1,0,0.04,0,0.02,0.95,0,0,0.81,0,0,0.31,0,0,0.77,0.36,0,0,1,0.67,0.97,0,0,0,0,0,0.04,0.77,0.8,0.71,0.26,0.02,0.54,0.81,0.88,0.93,0.89,0,0.49,0.34,0,0.29,1,1,0,0,1,0,0.89,1,0.42,0.89,0.83,0.01,0.68,0,0,0,0.04,0.46,0.7,0.77,0,0,0.16,0,0.69,0,0,0,0.58,0.36,0.64,0,0,0,0,0,1,0,0,0,0,0,0,0.17,0.88,0.19,0,0.81,0,0,0,0,0.32,0.96,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus liechtensteini",4265021
"Microtus lusitanicus","Microtus lusitanicus","m143",0,0,0,0,0,0,0,0.28,0,1,0,0,0.08,0.31,0,0,0.4,0,0,0,0,0.88,0.03,0,0,0,0,0,0.76,0,0.72,0,0,0,0,0.51,0,0,1,1,0,0.19,0.21,0.56,0.19,0,0.76,0,0,0,0,0,0.14,0.81,0,0.31,0,0.97,0.24,0.74,0,0,0.1,0.48,0.41,0,0,0.1,0.27,0,0.09,0,0,0,1,0,0,0,0,0,0,0.82,0,0,0.74,0,0.47,0,0.13,0,0.02,0.98,0.73,0.18,0,0,0,0,0.05,0,0.4,0.6,0,0,0,0.27,0.76,0.84,0.47,0.46,0,0.39,0.12,0,0.36,0.84,0.13,0.97,0,0.85,0,0.25,1,0.38,0.39,0.5,0,0,0,0,0,0,0.46,0.4,0.4,0.2,0,0,0,0.21,0,0,0,0,0,0.02,0,0.16,0.18,0,0,0.64,0,0,0,0,0,0,0.18,0.62,0.97,0,0.33,0,0.59,0,0,0.01,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus lusitanicus",2438669
"Microtus multiplex","Microtus multiplex","m146",0,0,0,0,0.15,0.18,0,0.92,0,0.95,0,0,0.4,0.09,0.38,0,0.77,0,0,0.01,0,0.98,0.08,0,0,0,0.69,0,0.13,0,0.68,0,0.28,0,0.02,0.76,0,0.27,0.95,0.91,0.03,0.01,0,0.04,0.74,0,0.94,0.11,0,0,0,0,0.8,0,0.09,0.47,0,0.88,0.56,0.98,0,0,0.19,0.31,0.32,0,0,0,0.1,0,0,0,0,0.02,0,1,0,0.24,0.28,0,0,0.8,0,0,0.43,0,0.02,0.65,0.31,0,0,1,0.62,0.83,0,0,0,0,0.35,0.01,0.65,0.79,0.55,0.13,0,0.5,0.79,0.86,0.93,0.76,0,0.53,0.4,0,0.37,0.98,0.94,0,0,0.95,0,0.77,0.95,0.63,0.75,0.68,0,0.44,0,0,0,0,0.49,0.6,0.68,0,0,0.15,0,0.56,0,0,0,0.35,0.85,0.11,0,0.18,0,0,0,0.97,0.19,0,0,0,0,0,0.25,0.77,0.97,0.22,0.81,0,0,0,0,0.05,0.27,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus multiplex",2438647
"Microtus oeconomus","Microtus oeconomus","m148",0,0,0.8,0.04,0.56,0,0,0.58,0,0.53,0.17,0,0.99,0,0,0,0.48,0,0,0,0,0.59,0,0,0.33,0,0.22,0,0.03,0,0.29,0,0,0,0,0,0,0.54,0.59,0.12,0.52,0,0,0,0.41,0,0.06,0,0.34,0,0,0,0.59,0,0.2,0.52,0,0.49,0,0.94,0,0,0.62,1,0.59,0,0,0,0,0,0,0,0.08,0,0,0,1,0,0.37,0,0,0.06,0,0,0.59,0.05,0,0.48,0.11,0.1,0,0.59,0.64,0.59,0,0,0,0.33,0,0,0.27,0.06,0.48,0,0.55,0.18,0.07,0.4,0.51,0.5,0,0.15,0.99,0,0.04,0.59,0.61,0,0,0.04,0,0.5,0.59,0.46,0.49,0.29,0,0,0,0,0,0,0,0.07,0.08,0,0,0,0,0,0.03,0,0,0,0,0.59,0,0.01,0,0.14,0,1,0,0,0,0,0.06,0.01,0,0.48,0,0,0.59,0,0,0,0,0,0.59,0,0.59,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus oeconomus",2438635
"Microtus savii","Microtus savii","m149",0,0,0,0,0.13,0,0,0.48,0,1,0,0,0.29,0,0.01,0,0.32,0,0,0,0,0.72,0.02,0,0,0,0.82,0,0,0.16,0.8,0,0.15,0,0,0.36,0,0.01,1,1,0.01,0,0,0,0.32,0,1,0.62,0,0,0,0.13,0.48,0,0.01,0.11,0,0.83,0.02,0.55,0,0,0.34,0,0.28,0,0,0,0,0,0,0,0,0.01,0,0.15,0,1,0.03,0,0,0.92,0,0,1,0,0,0.3,0.04,0,0,1,0.56,0.42,0,0,0,0,0,0,0.35,0.58,0.29,0.08,0,0.16,0.5,0.7,0.51,0.36,0,0.26,0.18,0,0.1,0.5,0.62,0,0,1,0,0.43,1,0.45,0.29,0.47,0,0.08,0,0,0,0,0.38,0.43,0.43,0.04,0,0,0,0,0,0,0,0.02,0.47,0,0,0,0,0,0,0.48,0.23,0,0,0,0,0,0.3,0.35,0.99,0.06,0.47,0,0,0.23,0,0.01,0.01,0,0.92,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus savii",2438650
"Microtus subterraneus","Microtus subterraneus","m152",0,0,0.13,0,0.53,0.04,0,0.9,0,0.98,0.31,0,0.27,0.05,0.34,0,0.62,0,0.08,0,0,1,0.01,0.01,0.28,0,0.79,0,0.21,0,0.66,0,0.04,0,0.24,0.27,0,0.51,0.98,0.53,0.59,0.18,0,0.04,0.61,0,0.2,0,0,0,0,0,0.88,0,0.01,0.33,0,0.85,0.46,1,0,0,0.22,0.88,0.53,0,0,0,0,0,0.03,0,0.04,0.05,0,0.02,0.01,0,1,0,0,0.36,0,0.01,0.55,0.07,0,0.57,0.46,0.15,0,1,0.61,0.9,0,0,0,0,0.16,0.04,0.52,0.37,0.59,0.05,0.16,0.4,0.67,0.89,0.97,0.67,0,0.31,0.25,0,0.17,0.95,0.99,0.11,0,0.37,0,0.68,0.98,0.32,0.67,0.6,0,0.09,0,0,0,0.06,0.14,0.34,0.47,0.04,0,0.03,0,0.45,0.12,0,0.03,0.23,0.04,0.78,0.01,0.15,0,0,0,1,0,0.01,0.05,0,0.12,0,0.01,0.63,0.06,0.01,0.88,0,0,0,0.01,0.11,0.77,0.01,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus subterraneus",2438660
"Microtus tatricus","Microtus tatricus","m153",0,0,0,0,0.95,0,0,1,0,1,0.88,0,0.38,0,0.95,0,0.81,0,0,0,0,1,0.16,0,0,0,1,0,0,0,0.18,0,0,0,0.82,0.18,0,0.2,1,0,0.88,0.65,0,0,0.77,0,0,0,0,0,0,0,0.18,0,0,0.1,0,0.14,0.82,1,0,0,0,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.11,0,0,0.18,0,0,0,1,0.09,0,1,0.09,0.99,0,0,0,0,0,0,0,0.18,0.82,0,0.01,0.13,0.18,0.18,1,0.82,0,0.1,0.05,0,0.35,1,1,0,0,0,0,0.82,1,0,0.82,0.73,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.82,0.66,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.77,0,0,0.18,0,0,0,0,0.93,1,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus tatricus",2438637
"Microtus thomasi","Microtus thomasi","m154",0,0,0,0,0,0,0.47,0.79,0,1,0,0,0.05,0,0,0,0.06,0,0.75,0,0,1,0.04,0.16,0,0,0.96,0,0,0,0.99,0,0,0,0,0,0,0,1,0,0.98,0,0,0,0.3,0,1,0,0,0,0,0,0.79,0,0,0.33,0,1,0,0.79,0,0,0.03,0,0,0,0,0,0,0.03,0,0.11,0.26,0,0,0,0,0,0.14,0,1,0.38,0,0.61,1,0.03,0,0.3,0,0,0,1,0.01,0.04,0,0,0,0,0,0.3,0.28,0.75,0,0.34,0,0.07,0.77,0.81,0.17,0.32,0,0.53,0,0,0.14,0.69,0.81,0,0,1,0,0.19,1,0.18,0.15,0.05,0.52,0.5,0,0,0,0.79,0.3,0.3,0.32,0.41,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.32,0,0,0.42,0,0.01,0,0.19,0.13,0.96,0.05,0.01,0,0,0,0.29,0.04,0.13,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus thomasi",2438625
"Miniopterus schreibersi","Miniopterus schreibersi","m156",0,0,0,0,0.31,0,0.01,0.47,0,0.99,0.2,0,0.18,0.12,0.1,0.02,0.39,0,0.1,0,0.02,0.83,0.01,0.01,0.16,0,0.51,0.01,0.4,0.02,0.7,0,0.08,0,0.1,0.32,0,0.07,1,0.66,0.34,0.18,0.02,0.22,0.34,0,0.59,0.1,0,0.02,0,0.02,0.49,0.26,0.01,0.26,0,0.91,0.22,0.7,0,0.01,0.3,0.3,0.42,0,0.03,0.02,0.18,0,0.08,0,0.05,0.03,0.12,0.05,0,0.09,0.26,0,0.01,1,0,0.02,0.78,0.11,0.24,0.29,0.13,0.17,0,0.99,0.66,0.34,0,0,0,0,0.1,0.06,0.4,0.65,0.23,0.1,0.03,0.26,0.75,0.76,0.57,0.48,0.02,0.33,0.15,0,0.21,0.72,0.53,0.4,0.02,0.84,0,0.4,1,0.4,0.38,0.48,0.01,0.05,0,0,0,0.08,0.35,0.38,0.43,0.14,0,0.01,0,0.2,0.01,0,0.03,0.07,0.11,0.24,0,0.08,0.01,0,0,0.54,0.05,0,0.05,0,0.09,0,0.2,0.5,0.59,0.03,0.62,0,0.11,0.06,0.01,0.05,0.24,0.01,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii",9796816
"Mus cypriacus","Mus cypriacus","m157",0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,0,0,1,0,0,0.39,0,0,0,0,0,0,1,0,1,1,0,0.22,0,0,0,0,1,0,0,0,0,1,0.22,0.22,0.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,1,0,0,0,0,0,0,0,0,0,1,"found genus on GBIF 2","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus cypriacus",NA
"Mus macedonicus","Mus macedonicus","m158",0,0,0,0,0.31,0,0.35,0.78,0.01,0.99,0,0.01,0.14,0,0,0,0.15,0,0.79,0,0,0.98,0,0.26,0,0,0.98,0,0,0,0.98,0,0.1,0,0.13,0,0.01,0,1,0,1,0.04,0,0,0.42,0,1,0,0,0,0,0,0.78,0,0,0.31,0,1,0.04,0.79,0,0,0.25,0,0.01,0,0,0,0,0,0,0.16,0.39,0,0,0,0,0,0.1,0,0.37,0.6,0,1,1,0.02,0,0.22,0,0,0,1,0.28,0.07,0,0,0.02,0,0,0.42,0.28,0.79,0.05,0.27,0,0.11,0.79,0.79,0.38,0.43,0,0.5,0.05,0,0.18,0.72,0.79,0,0,1,0,0.23,1,0.11,0.21,0.17,0.37,0.3,0,0,0,0.71,0.31,0.29,0.29,0.62,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.46,0,0,0.49,0,0.18,0,0.18,0.2,0.88,0.01,0.36,0.03,0,0,0.09,0.02,0.22,0.12,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus macedonicus",2438783
"Mus musculus","Mus musculus","m159",0,0,0.12,0.02,0.32,0,0.01,0.38,0,0.9,0.15,0,0.18,0.07,0.05,0.01,0.16,0,0.04,0,0.01,0.83,0.01,0.01,0.23,0,0.44,0.01,0.38,0.01,0.47,0,0.02,0,0,0.12,0,0.22,0.81,0.7,0.32,0.02,0.01,0.09,0.14,0.03,0.28,0.04,0.03,0.01,0,0.01,0.45,0.13,0.04,0.19,0,0.75,0.01,0.62,0,0.01,0.42,0.4,0.59,0,0.01,0.01,0.1,0,0.06,0,0.06,0.01,0.06,0.01,0.01,0.05,0.21,0,0.01,0.42,0,0.02,1,0.07,0.13,0.13,0.31,0.12,0,0.95,0.52,0.4,0.03,0,0,0,0,0.02,0.15,0.28,0.12,0.03,0.07,0.19,0.42,0.53,0.44,0.22,0.01,0.16,0.13,0,0.06,0.58,0.51,0.23,0.01,0.44,0,0.21,0.92,0.33,0.17,0.26,0.01,0.03,0,0,0,0.03,0.12,0.14,0.17,0.07,0,0,0,0,0.04,0,0.01,0.03,0.04,0.35,0.04,0.03,0.01,0,0.03,0.52,0.02,0,0.04,0,0.06,0,0.08,0.28,0.29,0.01,0.7,0,0.05,0.03,0,0.06,0.27,0.01,0.95,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus",7429082
"Mus spicilegus","Mus spicilegus","m160",0,0,0,0,0.96,0,0,0.56,0,1,0.91,0,0.23,0,0.03,0,0.27,0,0.16,0,0,1,0,0.03,0.95,0,1,0,0,0,1,0,0,0,0,0.02,0,0.1,1,0,1,0,0,0,0.42,0,0.37,0,0,0,0,0,0.56,0,0,0.06,0,0.77,0,0.56,0,0.05,0.86,0.32,0.94,0,0,0,0,0,0,0,0.07,0,0,0,0.01,0,0.42,0,0.01,0.85,0,0.01,1,1,0,0.39,0.11,0.98,0,1,0.57,0.19,0,0,0,0,0,0.1,0.33,0.56,0.42,0.01,0.13,0.08,0.56,0.56,0.52,0.42,0,0.2,0.13,0,0.18,0.56,0.56,0,0,0.29,0,0.42,1,0.2,0.42,0.42,0,0,0,0,0,0.04,0.09,0.27,0.42,0.07,0,0,0,0,0,0,0.16,0,0,0.55,0,0,0,0,0,0.56,0,0.01,0.21,0,0.51,0,0,0.3,0.01,0,0.99,0,0,0,0,0,0.56,0.01,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus spicilegus",2438805
"Mus spretus","Mus spretus","m161",0,0,0,0,0,0,0,0.06,0,1,0,0,0.01,0.23,0,0.09,0.28,0,0,0,0.07,0.61,0.01,0,0,0,0,0,0.95,0,0.23,0,0,0,0,0.43,0,0,1,0.99,0,0.15,0.04,0.54,0.02,0,0.51,0,0,0,0,0,0.1,0.88,0,0.27,0,0.99,0.04,0.77,0,0,0.06,0.12,0.21,0,0,0.09,0.56,0,0.01,0,0,0,0.28,0,0,0,0,0,0,0.99,0,0,0.95,0,1,0.01,0.04,0,0,1,0.73,0.02,0,0,0,0,0,0,0.28,0.77,0,0.06,0,0.13,0.82,0.83,0.28,0.43,0,0.38,0.03,0,0.12,0.68,0.06,0.95,0,1,0,0.16,1,0.49,0.12,0.33,0,0.01,0,0,0,0,0.33,0.28,0.28,0.26,0,0,0,0.02,0,0,0,0,0,0.01,0,0.02,0.04,0,0,0.23,0,0,0,0,0,0,0.37,0.47,1,0,0.16,0,0.33,0,0,0,0,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus spretus",2438793
"Muscardinus avellanarius","Muscardinus avellanarius","m162",0,0,0.23,0,0.53,0.02,0,0.97,0,0.94,0.28,0,0.27,0.03,0.2,0,0.85,0,0.11,0,0,0.98,0,0.01,0.19,0,0.68,0,0.05,0,0.66,0,0.07,0,0.23,0.37,0,0.49,0.91,0.52,0.57,0.2,0,0.03,0.81,0,0.31,0.06,0,0,0,0.02,0.91,0,0,0.3,0,0.89,0.61,0.99,0,0.01,0.32,0.76,0.29,0,0.01,0,0.01,0,0.01,0,0.09,0.04,0,0.06,0.02,0.04,0.61,0,0.01,0.43,0,0.01,0.37,0.07,0,1,0.16,0.11,0,0.99,0.64,0.85,0,0,0,0,0.21,0.08,0.75,0.46,0.85,0.06,0.16,0.33,0.61,0.81,0.89,0.99,0,0.31,0.25,0,0.26,0.89,0.99,0.05,0,0.39,0,0.96,0.96,0.6,0.98,0.74,0.01,0.09,0,0,0,0.08,0.3,0.51,0.69,0.05,0,0.01,0,0.61,0.12,0,0.03,0.16,0.13,0.76,0,0.17,0,0,0,0.98,0.08,0,0.05,0,0.11,0,0.11,0.91,0.18,0.04,0.84,0,0,0.04,0.01,0.07,0.73,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius",2439658
"Mustela erminea","Mustela erminea","m163",0,0,0.56,0.02,0.22,0.02,0,0.54,0,0.55,0.08,0,0.25,0.03,0.11,0,0.12,0,0,0,0,0.91,0.01,0,0.07,0,0.2,0,0.12,0,0.16,0,0,0,0.04,0.12,0,0.66,0.34,0.74,0.15,0.04,0.01,0.05,0.08,0.18,0.07,0,0.19,0,0,0,0.39,0.01,0.05,0.31,0,0.25,0.58,0.95,0,0,0,0.93,0.23,0,0,0,0.01,0,0.03,0,0.03,0.01,0.01,0.01,0,0,0.23,0,0,0.09,0,0,0.41,0.01,0.01,0.07,1,0.03,0,0.94,0.29,0.91,0.28,0.06,0,0.32,0.02,0,0.05,0.08,0.36,0.01,0.07,0.26,0.16,0.24,0.58,0.26,0,0.07,0.13,0,0.02,0.42,0.51,0.06,0,0.12,0,0.21,0.51,0.1,0.35,0.08,0,0.03,0,0,0.13,0,0.01,0.02,0.05,0,0,0.02,0,0.58,0.21,0,0,0.07,0.01,0.85,0.32,0.03,0,0.14,0.25,0.99,0,0,0.01,0,0.02,0,0,0.15,0.05,0,0.38,0,0.01,0,0,0.45,0.36,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea",5219019
"Mustela eversmanii","Mustela eversmanii","m164",0,0,0.04,0,0.94,0,0,0.58,0,1,0.9,0,0.27,0,0.1,0,0.25,0,0.12,0,0,1,0,0.02,0.93,0,0.99,0,0,0,0.99,0,0.01,0,0,0.03,0,0.16,1,0.02,1,0,0,0,0.34,0,0.27,0,0,0,0,0,0.58,0,0,0.11,0,0.84,0,0.58,0,0.05,0.77,0.39,0.93,0,0,0,0,0,0,0,0.07,0,0,0,0.01,0,0.48,0,0,0.74,0,0,1,0.55,0,0.33,0.21,1,0,1,0.65,0.29,0,0,0,0,0,0.07,0.29,0.53,0.34,0.02,0.12,0.14,0.55,0.58,0.55,0.35,0,0.24,0.16,0,0.17,0.58,0.58,0,0,0.24,0,0.35,1,0.27,0.35,0.35,0,0,0,0,0,0.05,0.09,0.22,0.33,0.06,0,0,0,0,0.03,0,0.09,0.09,0,0.58,0,0,0,0,0,0.58,0,0.03,0.17,0,0.4,0.01,0,0.26,0,0,1,0,0,0,0,0.03,0.58,0.02,1,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela eversmanii",5219057
"Mustela lutreola","Mustela lutreola","m165",0,0,0,0,0.01,0,0,0.74,0,0.98,0.01,0,0.43,0.95,0,0,0.9,0,0.01,0,0,0.98,0,0,0.01,0,0.01,0,0.38,0,0.93,0,0,0,0,0.96,0,0,1,0.97,0.01,0.43,0.54,0.66,0.76,0,0.74,0,0,0,0,0,0.89,0.26,0,0.69,0,0.98,0.66,0.98,0,0.01,0.26,0.94,0.31,0,0,0.01,0.29,0,0.21,0,0,0,0.7,0,0,0,0.02,0,0,0.99,0,0,0.39,0.01,0.06,0,0.07,0.01,1,0.98,0.96,0.81,0,0,0,0,0.58,0.01,0.9,0.89,0.01,0,0,0.6,1,1,0.98,1,0,0.74,0.96,0,0.79,1,0.95,0.96,0,1,0,0.92,1,0.38,0.92,0.92,0,0,0,0,0,0,0.88,0.92,0.92,0,0,0,0,0.58,0,0,0.01,0,0,0.05,0,0.88,0,0,0,0.97,0,0,0.01,0,0,0,0.91,0.97,0.49,0,0.97,0,0.39,0,0,0,0.01,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela lutreola",5219007
"Mustela nivalis","Mustela nivalis","m166",0,0,0.34,0.01,0.31,0.01,0.01,0.49,0,0.73,0.13,0,0.22,0.06,0.08,0.01,0.26,0,0.04,0,0.01,0.91,0.01,0.01,0.13,0,0.36,0,0.22,0.01,0.37,0,0.03,0,0.06,0.21,0,0.45,0.64,0.7,0.28,0.08,0.01,0.09,0.21,0.1,0.23,0.03,0.1,0,0,0.01,0.44,0.09,0.02,0.24,0,0.59,0.43,0.77,0,0,0.25,0.63,0.35,0,0.01,0.01,0.06,0,0.03,0,0.06,0.01,0.04,0.02,0,0.03,0.23,0,0.01,0.31,0,0.01,0.56,0.04,0.08,0.21,0.43,0.07,0,1,0.45,0.63,0.14,0.03,0,0.17,0.05,0.02,0.21,0.23,0.36,0.03,0.07,0.22,0.34,0.43,0.49,0.38,0,0.15,0.13,0,0.09,0.5,0.53,0.16,0,0.34,0,0.35,0.73,0.31,0.41,0.29,0.01,0.04,0,0,0.06,0.03,0.12,0.17,0.21,0.05,0,0.01,0,0.42,0.14,0,0.01,0.05,0.04,0.58,0.17,0.06,0.01,0.06,0.12,0.72,0.02,0,0.02,0,0.04,0,0.07,0.37,0.22,0.01,0.57,0,0.04,0.02,0,0.25,0.34,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela nivalis",5218987
